都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
282260,2871600181,兵庫県,淡路市,特別養護老人ホームかおりの丘,トクベツヨウゴロウジンホームカオリノオカ,介護老人福祉施設,兵庫県淡路市高山甲４３０番３,,34.436608900000000,134.815926600000000,0799-86-0668,0799-86-1002,,社会福祉法人　幸仁会,2871600181,,,0,http://kaori.tokuyou.jp/,,,,
282260,2871600793,兵庫県,淡路市,特別養護老人ホームあわじ荘,トクベツヨウゴロウジンホームアワジソウ,介護老人福祉施設,淡路市野島貴船２２９－１,,34.584217000000000,134.974256900000000,0799-82-1950,0799-82-1754,9140005002399,社会福祉法人　兵庫県社会福祉事業団,2871600793,,,0,http://www.hwc.or.jp/awaji/,,,,
282260,2871600884,兵庫県,淡路市,特別養護老人ホーム　ゆうらぎ,トクベツヨウゴロウジンホーム　ユウラギ,介護老人福祉施設,兵庫県淡路市育波字西地558番地２,,34.527869400000000,134.891895999999970,0799-84-1717,0799-84-0029,1140005019450,社会福祉法人　千鳥会,2871600884,,,0,http://www.chidorikai.or.jp,,,,
282260,2871601072,兵庫県,淡路市,聖隷カーネーションホーム,セイレイカーネーションホーム,介護老人福祉施設,兵庫県淡路市久留麻1863番地聖隷カーネーションホーム,聖隷カーネーションホーム,34.523937700000000,134.987034799999950,0799-74-6175,0799-74-6176,8080405000142,聖隷福祉事業団,2871601072,,,54,http://www.seirei.or.jp/elderlyhome/carnation/,,,,
282278,2873800086,兵庫県,宍粟市,特別養護老人ホームちくさの郷,トクベツヨウゴロウジンホームチクサノサト,介護老人福祉施設,兵庫県宍粟市千種町河呂189番地4,,35.161699900000000,134.451226799999970,0790-76-2500,0790-76-3345,,千種会,2873800086,,,0,http://www.chikusakai.or.jp,,,,
282278,2873800219,兵庫県,宍粟市,特別養護老人ホームやまさき白寿園,トクベツヨウゴロウジンホームヤマサキハクジュエン,介護老人福祉施設,兵庫県宍粟市山崎町春安１１１－１,,35.003481000000000,134.532200900000020,0790-62-8833,0790-63-1322,8140005003514,社会福祉法人恩徳福祉会,2873800219,,,0,http://www.aoyama-med.gr.jp/yamasaki-hakujyu/,,,,
282278,2873800235,兵庫県,宍粟市,特別養護老人ホーム　まどか園,トクベツヨウゴロウジンホーム　マドカエン,介護老人福祉施設,兵庫県宍粟市一宮町福知１０３０番地の１,,35.154120100000000,134.619577400000020,0790-74-1622,0790-74-1640,7140005006897,社会福祉法人正久福祉会,2873800235,,,0,http://www.shoukyu.com,,,,
282278,2873800516,兵庫県,宍粟市,介護老人福祉施設　ありがとう,カイゴロウジンフクシシセツ　アリガトウ,介護老人福祉施設,宍粟市山崎町東下野２７３－２,,35.050031900000000,134.515323600000000,0790-65-0790,0790-65-0791,,社会福祉法人　正榮会,2873800516,,,60,http://shoeikai.org,,,,
282278,2873801068,兵庫県,宍粟市,特別養護老人ホームしそうの杜,トクベツヨウゴロウジンホームシソウノモリ,介護老人福祉施設,兵庫県宍粟市山崎町川戸1821,,34.980159088209590,134.541646344180320,0790-64-0101,0790-64-3939,8140005003514,社会福祉法人恩徳福祉会,2873801068,,,,http://www.aoyama-med.gr.jp/ontoku-welfare/index.html,,,,
282278,2873800243,兵庫県,宍粟市,特別養護老人ホームかえで園,トクベツヨウゴロウジンホームカエデエン,介護老人福祉施設,兵庫県宍粟市波賀町安賀４５０－２,,35.156409300000000,134.543795800000000,0790-75-2551,0790-75-2532,7140005006906,社会福祉法人　波賀の里福祉会,2873800243,,,60,http://haganosato.jp/,,,,
284432,2873400192,兵庫県,福崎町,特別養護老人ホーム　サルビア荘,トクベツヨウゴロウジンホーム　サルビアソウ,介護老人福祉施設,神崎郡福崎町大貫580,,34.944636400000000,134.785562400000000,0790-22-6001,0790-22-5256,1140005014550,社会福祉法人　円融会,2873400192,,,,http://www.enyuukai.jp,,,,
285854,2874500099,兵庫県,香美町,特別養護老人ホームしいの木荘,トクベツヨウゴロウジンホームシイノキソウ,介護老人福祉施設,兵庫県美方郡香美町香住区森61-1,,35.626031100000000,134.627908800000000,0796-36-3833,0796-36-3841,5140005012014,社会福祉法人香寿会,2874500099,,,0,https://www.kami-koujyukai.jp,,,,
285854,2874700442,兵庫県,香美町,特別養護老人ホームむらおかこぶし園,トクベツヨウゴロウジンホームムラオカコブシエン,介護老人福祉施設,兵庫県美方郡香美町村岡区村岡２２０５番地,,35.475763200000000,134.599572099999930,0796-94-0051,0796-94-0053,9140005012745,社会福祉法人みかたこぶしの里,2874700442,,,0,http://kobushinosato.jp/,,,,
284815,2873900050,兵庫県,上郡町,特別養護老人ホームほうらいの里,トクベツヨウゴロウジンホームホウライノサト,介護老人福祉施設,兵庫県赤穂郡上郡町中野1118番地1,,34.856254600000000,134.393328099999960,0791-52-5900,0791-52-6180,,社会福祉法人　勝心会,2873900050,,,0,http://www.hohrainosato.com/,,,,
284815,2873900183,兵庫県,上郡町,特別養護老人ホーム　野桑の里,トクベツヨウゴロウジンホーム　ノグワノサト,介護老人福祉施設,兵庫県赤穂郡上郡町野桑3027番地,,34.894805900000000,134.389568999999940,0791-57-7000,0791-57-7001,6140005007905,社会福祉法人　高嶺福祉会,2873900183,,,50,https://youandi.takaminefukushikai.com/高齢者支援/野桑の里,,,,
285013,2873700112,兵庫県,佐用町,特別養護老人ホーム　祐あいホーム上月,トクベツヨウゴロウジンホーム　ユウアイホームコウヅキ,介護老人福祉施設,兵庫県佐用郡佐用町福吉７２１番地,,35.011769200000000,134.308530400000000,0790-87-0011,0790-87-0033,1140005007397,社会福祉法人　聖風会,2873700112,,,0,http://www.seifukai.or.jp,,,,
285013,2873700138,兵庫県,佐用町,特別養護老人ホーム　サンホームみかづき,トクベツヨウゴロウジンホーム　サンホームミカヅキ,介護老人福祉施設,兵庫県佐用郡佐用町志文５１５番地,,35.011940600000000,134.435564099999960,0790-79-3145,0790-79-3783,4140005010943,社会福祉法人　博愛福祉会,2873700138,,,,http://www.sunhome-cat.jp,,,,
285013,2873700245,兵庫県,佐用町,特別養護老人ホーム　朝陽ケ丘荘,トクベツヨウゴロウジン　　アサヒガオカソウ,介護老人福祉施設,兵庫県佐用郡佐用町平福１３８‐１,,35.050018800000000,134.370706700000030,0790-83-2008,0790-83-2035,9140005002399,兵庫県社会福祉事業団,2873700245,,,0,http://www.hwc.or.jp/asahigaoka/,,,,
285013,2873700310,兵庫県,佐用町,特別養護老人ホーム　はなみずき,トクベツヨウゴロウジンホーム　ハナミズキ,介護老人福祉施設,兵庫県佐用郡佐用町安川401,,34.980568100000000,134.381969600000050,0790-78-8003,0790-78-8005,3140005007461,社会福祉法人　はなさきむら,2873700310,,,40,http://hanasakimura.jp/hanamizuki/index.php,,,,
284645,2874100494,兵庫県,太子町,特別養護老人ホーム　まほろばの里,トクベツヨウゴロウジンホーム　マホロバノサト,介護老人福祉施設,兵庫県揖保郡太子町塚森125-1,,34.814265800000000,134.570466600000030,079-275-1858,079-275-1860,9140005007448,社会福祉法人大和福祉会,2874100494,,,,http://まほろばの里.jp,,,,
284645,2874100825,兵庫県,太子町,特別養護老人ホーム　太子の郷,トクベツヨウゴロウジンホーム　タイシノサト,介護老人福祉施設,兵庫県揖保郡太子町太田231番地の1,,34.835839400000000,134.598354200000020,079-277-5000,079-276-8688,1140005010145,社会福祉法人　太子福祉会,2874100825,,,0,http://taishinosato.org/,,,,
282294,2873600031,兵庫県,たつの市,特別養護老人ホーム桑の実園,トクベツヨウゴロウジンホームクワノミエン,介護老人福祉施設,たつの市揖西町小神字塚原１５５１番地,,34.849474920616690,134.527569622445640,0791-66-1360,0791-66-1473,,社会福祉法人　桑の実園福祉会,2873600031,,,0,http://www.kuwanomien.jp,,,,
282294,2873600049,兵庫県,たつの市,西はりまグリーンホーム,ニシハリマグリーンホーム,介護老人福祉施設,兵庫県たつの市誉田町福田780-1,,34.849550000000000,134.576959799999940,0791-63-2880,0791-63-2884,3140005006587,社会福祉法人　円勝会,2873600049,,,0,http://www.enshoukai.com/green/,,,,
282294,2873600973,兵庫県,たつの市,西はりまグリーンホーム,ニシハリマグリーンホーム,介護老人福祉施設,兵庫県たつの市誉田町福田780-1,,34.849550000000000,134.576959799999940,0791-63-2880,0791-63-2884,3140005006587,社会福祉法人　円勝会,2873600973,,,0,http://www.enshoukai.com/green/,,,,
282294,2874100213,兵庫県,たつの市,特別養護老人ホーム　栗栖の荘,トクベツヨウゴロウジンホーム　クリスノソウ,介護老人福祉施設,兵庫県たつの市新宮町平野７７８－５,,34.931751000000000,134.533922900000000,0791-75-3878,0791-75-4548,,社会福祉法人　栗栖の荘,2874100213,,,85,http://www.kurisunosou.ecnet.jp,,,,
282294,2874100239,兵庫県,たつの市,特別養護老人ホーム　揖保の郷,トクベツヨウゴロウジンホーム　イボノサト,介護老人福祉施設,たつの市揖保川町馬場７４７番地,,34.793400200000000,134.516381200000070,0791-72-2000,0791-72-4927,,播磨西部福祉会,2874100239,,,0,http://www.harimaseibu.com/,,,,
282294,2874100247,兵庫県,たつの市,特別養護老人ホーム　いぼがわ荘,トクベツヨウゴロウジンホーム　イボガワソウ,介護老人福祉施設,兵庫県たつの市揖保川町半田608-1,,34.846119600000010,134.535705399999980,0791-72-6600,0791-72-5750,,社会福祉法人いぼがわ福祉センター,2874100247,,,,,,,,
282294,2874100254,兵庫県,たつの市,特別養護老人ホーム　シスナブ御津,トクベツヨウゴロウジンホーム　シスナブミツ,介護老人福祉施設,兵庫県たつの市御津町中島980-3,,34.793545800000000,134.556618500000000,079-324-0767,079-324-0768,6140005004687,社会福祉法人　夢工房,2874100254,,,60,http://www.yumekoubou.or.jp,,,,
285862,2874700087,兵庫県,新温泉町,特別養護老人ホーム　ゆむら,トクベツヨウゴロウジンホーム　ユムラ,介護老人福祉施設,兵庫県美方郡新温泉町歌長字熊田６００番地,,35.546263000000000,134.501548900000000,0796-92-2520,0796-92-1286,,社会福祉法人春来福祉会,2874700087,,,0,https://tokuyo-yumura.com/,,,,
285862,2874700467,兵庫県,新温泉町,特別養護老人ホーム　はまさかの里,トクベツヨウゴロウジンホーム　ハマサカノサト,介護老人福祉施設,兵庫県美方郡新温泉町戸田１７５－１,,35.617635200000000,134.471537099999980,0796-82-5533,0796-82-5544,2140005012710,社会福祉法人尚徳会,2874700467,,,0,http://www.shotokukai-th.or.jp/,,,,
285862,2874700525,兵庫県,新温泉町,特別養護老人ホーム　やすらぎの里,トクベツヨウゴロウジンホーム　ヤスラギノサト,介護老人福祉施設,兵庫県美方郡新温泉町湯322番地特別養護老人ホームやすらぎの里,特別養護老人ホームやすらぎの里,35.551989745707560,134.486589462847520,0796-92-0351,0796-92-2498,8140005013050,徳和会,2874700525,,,80,http://www.tokuwakai.jp/,,,,
282014,2873400200,兵庫県,姫路市,特別養護老人ホーム　香照苑,トクベツヨウゴロウジンホーム　コウショウエン,介護老人福祉施設,兵庫県姫路市香寺町須加院338-506,,34.900945300000000,134.720818300000020,079-264-5567,079-264-5690,5140005014547,社会福祉法人徳宗福祉会,2873400200,,,58,http://www.tokusou.or.jp,,,,
282014,2873500058,兵庫県,姫路市,特別養護老人ホーム　いえしまホーム,トクベツヨウゴロウジンホーム　イエシマホーム,介護老人福祉施設,兵庫県姫路市家島町真浦２１０１番地４１,,34.672271700000000,134.527155699999980,079-325-1451,079-325-2100,8140005013595,社会福祉法人　家島福祉会,2873500058,,,0,www.aiwahp.or.jp/iesima-home/,,,,
282014,2873500066,兵庫県,姫路市,特別養護老人ホーム光寿園,トクベツヨウコロウジンホーム　コウジュエン,介護老人福祉施設,兵庫県姫路市夢前町塩田　118番地1,,34.948325332259884,134.686326207965070,079-336-1101,079-336-1102,8140005013570,社会福祉法人　光寿福祉会,2873500066,,,0,http://koujyu-en.com/,,,,
282014,2873500173,兵庫県,姫路市,特別養護老人ホーム夢の里,トクベツヨウゴロウジンホームユメノサト,介護老人福祉施設,兵庫県姫路市夢前町戸倉1105-38,,34.962507100000000,134.633934500000000,079-337-6666,079-337-6667,6140005014546,社会福祉法人宝寿会,2873500173,,,50,http://www.houjyu-kai.or.jp/,,,,
282014,2873500280,兵庫県,姫路市,特別養護老人ホーム　サン・ビレッジ夢前,トクベツヨウゴロウジンホーム　サン・ビレッジユメサキ,介護老人福祉施設,姫路市夢前町又坂４０５番地,,34.924584011345495,134.669740138237020,079-335-2332,079-335-3883,,社会福祉法人朝日の会,2873500280,,,0,yumevillage@yumetv.jp,,,,
282014,2874000538,兵庫県,姫路市,山彦ホーム,ヤマビコホーム,介護老人福祉施設,兵庫県姫路市花田町加納原田155番地,,34.828389900000000,134.723811900000000,079-253-8168,079-251-2388,3140005013419,本覚寺苑,2874000538,,,50,http://www.honkakuji-gr.or.jp/,,,,
282014,2874000546,兵庫県,姫路市,特別養護老人ホーム　白鳥園,トクベツヨウゴロウジンホーム　ハクチョウエン,介護老人福祉施設,姫路市林田町久保１６１番地の２,,34.900740380577886,134.581882136245670,079-261-3939,079-261-3912,5140005013417,姫路社会福祉事業協会,2874000546,,,70,http://www.h-fukushi.com,,,,
282014,2874000561,兵庫県,姫路市,姫路・勝原ホーム,ヒメジ・カツハラホーム,介護老人福祉施設,姫路・勝原ホーム,,34.824871400000000,134.602065300000050,079-273-1311,079-273-4321,,社会福祉法人　やながせ福祉会,2874000561,,,0,http://www.katuhara.or.jp,,,,
282014,2874000579,兵庫県,姫路市,特別養護老人ホームしらさぎの里,トクベツヨウゴロウジンホームシラサギノサト,介護老人福祉施設,兵庫県姫路市林田町山田351-3,,34.930085200000000,134.591703000000050,079-261-4088,079-261-4189,,社会福祉法人しらさぎ福祉会,2874000579,,,60,www.sirasagi.or.jp,,,,
282014,2874000587,兵庫県,姫路市,特別養護老人ホーム　あさなぎ,トクベツヨウゴロウジンホーム　アサナギ,介護老人福祉施設,兵庫県姫路市白浜町乙836番地,,34.787610600000000,134.710428399999950,079-246-0151,079-246-0843,8140005013439,社会福祉法人晃寿会,2874000587,,,70,http://aiwahp.or.jp/asanagi/,,,,
282014,2874000595,兵庫県,姫路市,特別養護老人ホーム　清住園,トクベツヨウゴロウジンホーム　キヨスミエン,介護老人福祉施設,兵庫県姫路市飾東町清住555,,34.849490900000000,134.775634600000000,079-262-1555,079-262-1468,,社会福祉法人　清章福祉会,2874000595,,,0,http://www.kiyosumien/jp,,,,
282014,2874000603,兵庫県,姫路市,特別養護老人ホーム　志深の苑,トクベツヨウゴロウジンホーム　シフカノソノ,介護老人福祉施設,兵庫県姫路市御国野町深志野1430番地,,34.832648000000000,134.752717399999940,079-253-7817,079-253-7810,2140005013444,社会福祉法人三光志福祉会,2874000603,,,0,http://sankoushi.or.jp/,,,,
282014,2874000611,兵庫県,姫路市,特別養護老人ホーム　ネバーランド,トクベツヨウゴロウジンホーム　ネバーランド,介護老人福祉施設,兵庫県姫路市船津町５２７１－１６特別養護老人ホームネバーランド,特別養護老人ホームネバーランド,34.909988182095020,134.763436664418000,079-232-8311,079-232-8313,,社会福祉法人　ネバーランド福祉会,2874000611,,,0,https://www.neverland.or.jp,,,,
282014,2874000637,兵庫県,姫路市,特別養護老人ホームキャッシル真和,トクベツヨウゴロウジンホームキャッシルシンワ,介護老人福祉施設,兵庫県姫路市山田町西山田726-1,,34.905761900000000,134.772683499999970,079-263-2325,079-263-2344,6140005013449,社会福祉法人みつわ福祉会,2874000637,,,,http://www.casil.or.jp,,,,
282014,2874000645,兵庫県,姫路市,特別養護老人ホーム　むれさき苑,トクベツヨウゴロウジンホーム　ムレサキエン,介護老人福祉施設,兵庫県姫路市四郷町東阿保44番地,,34.817976800000000,134.714155000000000,079-283-6861,079-283-6868,7140005013448,社会福祉法人尚紫会,2874000645,,,50,http://www.syousikai.jp,,,,
282014,2874001189,兵庫県,姫路市,介護福祉施設　銀の櫂,カイゴフクシシセツ　ギンノカイ,介護老人福祉施設,兵庫県姫路市網干区興浜907-202,,34.770528400000000,134.585762299999940,079-272-5555,079-272-7775,7140005014462,社会福祉法人あかね,2874001189,,,0,http://www.e-akane.com,,,,
282014,2874001460,兵庫県,姫路市,特別養護老人ホーム　しかまの里,トクベツヨウゴロウジンホーム　シカマノサト,介護老人福祉施設,姫路市飾磨区阿所成植木960番地,,34.799798000000000,134.674849000000000,079-233-0338,079-233-0308,,敬寿会,2874001460,,,70,http://www.shikamanosato.com,,,,
282014,2874001908,兵庫県,姫路市,特別養護老人ホーム　ライフビラ姫路,トクベツヨウゴロウジンホーム　ライフビラヒメジ,介護老人福祉施設,兵庫県姫路市飯田3丁目44番地,,34.812960400000000,134.673226200000040,079-233-6565,079-233-6564,,社会福祉法人　姫路尚歯会,2874001908,,,60,http://www.life-villa-himeji.jp,,,,
282014,2874002781,兵庫県,姫路市,特別養護老人ホーム泉の杜,トクベツヨウゴロウジンホームイズミノモリ,介護老人福祉施設,兵庫県姫路市豊富町神谷3041-20,,34.877062800000000,134.781833799999960,079-264-8170,079-264-8171,5140005014555,社会福祉法人　再命会,2874002781,,,70,http://www.izuminomori.com,,,,
282014,2874002831,兵庫県,姫路市,特別養護老人ホーム　ライフサポートひめじ,トクベツヨウゴロウジンホーム　ライフサポートヒメジ,介護老人福祉施設,姫路市城東町竹之門６番地,,34.837405200000000,134.704838800000060,079-222-5600,079-222-5775,,社会福祉法人　姫路弘寿会,2874002831,,,0,http://lifesupport-himeji.ｊｐ,,,,
282014,2874003433,兵庫県,姫路市,特別養護老人ホーム　こころ広畑,トクベツヨウゴロウジンホーム　ココロヒロハタ,介護老人福祉施設,兵庫県姫路市広畑区小松町２丁目６６－２８,,34.802505100000000,134.624530899999970,079-238-6881,079-238-6883,8140005009206,社会福祉法人　長和福祉会,2874003433,,,50,https//www.chowahukushikai.or.jp,,,,
282014,2874003441,兵庫県,姫路市,特別養護老人ホーム　書写ひまわりホーム,トクベツヨウゴロウジンホーム　ショシャヒマワリホーム,介護老人福祉施設,姫路市書写６３４－１９８,,34.866779000000000,134.659078700000000,079-267-8501,079-267-8502,8140005013406,社会福祉法人よい子の広場福祉会,2874003441,,,60,http://himawarihome.or.jp,,,,
282014,2874003987,兵庫県,姫路市,特別養護老人ホーム星陽,トクベツヨウゴロウジンホームセイヨウ,介護老人福祉施設,兵庫県姫路市別所町別所1131番地,,34.799360800000000,134.749179100000000,079-251-0800,079-252-7733,4140005015001,社会福祉法人仁寿福祉会,2874003987,,,50,http://seiyou-himeji.jp,,,,
282014,2874007095,兵庫県,姫路市,特別養護老人ホームサン・ビレッジ姫路,トクベツヨウゴロウジンホームサンビレッジヒメジ,介護老人福祉施設,兵庫県姫路市町坪468,,34.817545900000000,134.658094099999970,079-298-0105,079-298-0107,,社会福祉法人朝日の会,2874007095,,,0,ｈｔｔｐ：//ｗｗｗ．ｓｖ-ｙｕｍｅｓａｋｉ．ｃｏｍ,,,,
282014,2874007665,兵庫県,姫路市,特別養護老人ホームサンライフ土山,トクベツヨウゴロウジンホームサンライフツチヤマ,介護老人福祉施設,兵庫県姫路市土山東の町9番12号,,34.832519100000000,134.677664100000010,079-292-2200,079-292-2201,,社会福祉法人ささゆり会,2874007665,,,70,http://www.mcn2k.co.jp/pub/sasayuri,,,,
282014,2874007673,兵庫県,姫路市,特別養護老人ホーム　大津みやび野ホーム,トクベツヨウゴロウジンホーム　オオツミヤビノホーム,介護老人福祉施設,兵庫県姫路市大津区大津町一丁目31-111大津みやび野ホーム,大津みやび野ホーム,34.805459384564230,134.611016879098500,079-236-7760,079-236-3180,,社会福祉法人　やながせ福祉会,2874007673,,,70,http://www.katuhara.or.jp/top.html,,,,
282014,2874008572,兵庫県,姫路市,特別養護老人ホーム汐里,トクベツヨウゴロウジンホームシオリ,介護老人福祉施設,兵庫県姫路市的形町的形1768-28,,34.778029200000010,134.741791700000020,079-247-8008,079-247-8118,1120105005633,社会福祉法人慈恵園福祉会,2874008572,,,0,https://www.aoyama-med.gr.jp/jikeien-welfare/shiori/,,,,
282014,2874008655,兵庫県,姫路市,特別養護老人ホームあおやま,トクベツヨウゴロウジンホームアオヤマ,介護老人福祉施設,兵庫県姫路市青山西5丁目8‐48,,34.841422900000000,134.623958499999960,079-266-6877,079-266-1188,,社会福祉法人白鳥会,2874008655,,,70,http://www.hakuchokai.or.jp/tokuyo_aoyama/index.html,,,,
282014,2874009067,兵庫県,姫路市,特別養護老人ホーム　美郷苑,トクベツヨウゴロウジンホウム　ミサトエン,介護老人福祉施設,兵庫県姫路市四郷町坂元44番地1,,34.813807800000000,134.722756800000070,079-262-6671,079-262-6771,3140005015290,ひめじ福寿会,2874009067,,,0,,,,,
282014,2874009703,兵庫県,姫路市,特別養護老人ホーム　あじさいホーム,トクベツヨウゴロウジンホーム　アジサイホーム,介護老人福祉施設,兵庫県姫路市安富町植木野426-64,,34.966050200000000,134.587999200000000,0790-66-4353,0790-66-4354,,社会福祉法人　きたはりま福祉会,2874009703,,,,http://www.ajisai.or.jp/,,,,
282022,2873000323,兵庫県,尼崎市,特別養護老人ホーム　喜楽苑,トクベツヨウゴロウジンホーム　キラクエン,介護老人福祉施設,兵庫県尼崎市長洲西通２丁目８番３号,,34.725682400000000,135.428298700000030,06-6488-9287,06-6488-9297,,社会福祉法人　きらくえん,2873000323,,,0,http://www.kirakuen.or.jp,,,,
282022,2873000331,兵庫県,尼崎市,特別養護老人ホーム　園田苑,トクベツヨウゴロウジンホーム　ソノダエン,介護老人福祉施設,尼崎市小中島1丁目1番18号,,34.749913300000000,135.444691499999980,06-6493-3731,06-6495-3955,1140005010938,社会福祉法人阪神共同福祉会,2873000331,,,50,http://sonodaen.com/,,,,
282022,2873000349,兵庫県,尼崎市,特別養護老人ホーム春日苑,トクベツヨウゴロウジンホーム,介護老人福祉施設,尼崎市田能5丁目10番25号,,34.768366600000000,135.429875100000000,06-6498-0228,06-6498-0909,9140005010939,田能老人福祉会,2873000349,,,40,,,,,
282022,2873000356,兵庫県,尼崎市,武庫之荘ホール,ムコノソウホール,介護老人福祉施設,兵庫県尼崎市武庫町4丁目4番20号,,34.749690100000000,135.377855900000000,06-6433-7091,06-6433-6091,,長生福祉会,2873000356,,,70,http://www.chousei.or.jp,,,,
282022,2873000372,兵庫県,尼崎市,特別養護老人ホーム　ロータスガーデン,トクベツヨウゴロウジンホーム　ロータス・ガーデン,介護老人福祉施設,尼崎市栗山町1-20-20,,34.745235500000000,135.408802899999950,06-6428-7111,06-6428-8004,7140005014462,社会福祉法人　あかね,2873000372,,,0,http//www.e-akane.com,,,,
282022,2873000679,兵庫県,尼崎市,特別養護老人ホーム　南野の月,トクベツヨウゴロウジンホーム　ミナミノノツキ,介護老人福祉施設,兵庫県尼崎市富松町3丁目2-37,,34.758847900000000,135.399636900000020,06-4961-6200,06-4961-6201,2140005011539,社会福祉法人みなみの,2873000679,,,65,www.minamino.or.jp,,,,
282022,2873000703,兵庫県,尼崎市,特別養護老人ホーム南野の庭,トクベツヨウゴロウジンホウムミナミノノニワ,介護老人福祉施設,尼崎市富松町3-6-20,,34.758906200000000,135.400078500000060,06-4961-6202,06-4961-6201,2140005010539,社会福祉法人みなみの,2873000703,,,0,http://www.minamino.or.jp,,,,
282022,2873000711,兵庫県,尼崎市,特別養護老人ホーム西長洲荘,トクベツヨウゴロウジンホームニシナガスソウ,介護老人福祉施設,兵庫県尼崎市西長洲町3丁目3番20号,,34.726173800000000,135.417566299999980,06-6483-5510,06-6489-2941,8140005011541,社会福祉法人平成会,2873000711,,,105,http://www.heiseikai.or.jp,,,,
282022,2873001412,兵庫県,尼崎市,特別養護老人ホーム　けま喜楽苑,トクベツヨウゴロウジンホーム　ケマキラクエン,介護老人福祉施設,兵庫県尼崎市食満２－２２－１,,34.762767300000000,135.431075200000000,06-6493-8300,06-6493-8320,,社会福祉法人　きらくえん,2873001412,,,55,http://www.kirakuen.or.jp,,,,
282022,2873001420,兵庫県,尼崎市,社会福祉法人テンダー会　特別養護老人ホーム　らくらく苑,シャカイフクシホウジンテンダーカイ　トクベツヨウゴロウジンホーム　ラクラクエン,介護老人福祉施設,兵庫県尼崎市田能４丁目２-５０,,34.764403400000000,135.438669200000050,06-6494-1248,06-6494-1266,,社会福祉法人テンダー会,2873001420,,,0,http://www.rakurakuen.jp/,,,,
282022,2873004903,兵庫県,尼崎市,特別養護老人ホーム　高齢者総合福祉施設　あまの里,トクベツヨウゴロウジンホーム　コウレイシャソウゴウフクシシセツ　アマノサト,介護老人福祉施設,尼崎市下坂部３丁目２－４０,,34.741941900000000,135.439941999999970,06-6495-4750,06-6495-4775,,社会福祉法人　虹の会,2873004903,,,80,http://www.shafuku-nijinokai/amano.html,,,,
282022,2873005710,兵庫県,尼崎市,特別養護老人ホーム　北之庄らくらく苑,トクベツヨウゴロウジンホーム　キタノショウラクラクエン,介護老人福祉施設,兵庫県尼崎市田能３丁目５-２８,,34.766106000000000,135.438410800000040,06-6494-1250,06-6494-1246,,社会福祉法人　テンダー会,2873005710,,,0,kitarakurakuen@yahoo.co.jp,,,,
282022,2873008219,兵庫県,尼崎市,特別養護老人ホーム　芦風荘,トクベツヨウゴロウジンホウム　ロフウソウ,介護老人福祉施設,尼崎市西長洲町１丁目３番１号,,34.728623700000014,135.424260000000000,06-4868-3966,06-4868-5730,,社会福祉法人平成会,2873008219,,,110,www.heiseikai.or.jp,,,,
282022,2873009126,兵庫県,尼崎市,特別養護老人ホーム　サンホーム大庄西,トクベツヨウゴロウジンホーム　サンホームオオショウニシ,介護老人福祉施設,兵庫県尼崎市大島3丁目9番1号,,34.725528600000000,135.389327999999980,06-6412-1669,06-6418-9881,4140005010943,博愛福祉会,2873009126,,,100,http://hinode.or.jp/osyonishi/,,,,
282022,2873009373,兵庫県,尼崎市,アマルネス・ガーデン,アマルネス　ガーデン,介護老人福祉施設,西長洲町2-35-1,,34.723232500000000,135.419949399999950,06-6482-4111,06-6482-4122,,社会福祉法人　あかね,2873009373,,,0,http://www.e-akane.com,,,,
282022,2873010157,兵庫県,尼崎市,特別養護老人ホームゆめパラティース,トクベツヨウゴロウジンホームユメパラティース,介護老人福祉施設,兵庫県尼崎市下坂部3-3-1,,34.740853100000000,135.438203199999970,06-6415-8321,06-6415-8341,7120005007435,社会福祉法人隆生福祉会,2873010157,,,100,www.smile-yume.com,,,,
282022,2873011304,兵庫県,尼崎市,特別養護老人ホームアマリリス,トクベツヨウゴロウジンホームアマリリス,介護老人福祉施設,兵庫県尼崎市若王寺3丁目１６－３,,34.745202600000000,135.440127999999960,06-6498-7501,06-6498-7516,,社会福祉法人　神戸婦人同情会,2873011304,,,,http://bluevalley-amaryllis.com/,,,,
282022,2873012153,兵庫県,尼崎市,特別養護老人ホームはなみずき,トクベツヨウロウジンホームハナミズキ,介護老人福祉施設,尼崎市西難波町５丁目１２－１特別養護老人ホームはなみずき,特別養護老人ホームはなみずき,34.728096226479850,135.407697136106860,06-6481-8855,06-6481-8854,4120005012776,社会福祉法人東香会,2873012153,,,100,https://hanamizuki-amagasaki.org/index.html,,,,
282065,2871000101,兵庫県,芦屋市,特別養護老人ホーム　あしや喜楽苑,トクベツヨウゴロウジンホーム　アシヤキラクエン,介護老人福祉施設,兵庫県芦屋市潮見町31-1,,34.716186700000000,135.306190099999980,0797-34-9287,0797-34-9287,5140005010934,社会福祉法人　きらくえん,2871000101,,,80,http://www.kirakuen.or.jp,,,,
